rank|name|revenue|industry|employees|founded|growth|city|state
2312|RTM Engineering Consultants|14.0|Engineering|125.0|1981.0|157|Schaumburg|IL
2313|FlexProfessionals|3.5|Human Resources|12.0|2010.0|157|McLean|VA
2314|Simple Focus|2.4|Advertising & Marketing|20.0|2009.0|157|Germantown|TN
2315|IdeaScale|5.0|Software|40.0|2009.0|157|San Francisco|CA
2316|All Things Metal|6.0|Construction|39.0|2002.0|157|Phoenix|AZ
2317|Fort Collins Heating and Air Conditoning|8.0|Consumer Products & Services|66.0|1996.0|157|Fort Collins|CO
2318|Clarion Security|8.7|Security|405.0|2010.0|157|Memphis|TN
2319|The Revenue Optimization Companies|61.6|Retail|1190.0|2000.0|156|Coral Gables|FL
2320|Early Growth Financial Services|10.3|Financial Services|132.0|2008.0|156|San Jose|CA
2321|eLearningBrothers|7.3|Education|99.0|2009.0|156|American Fork|UT
2322|Grand Avenue Realty & Lending|5.5|Real Estate|350.0|2006.0|156|Anaheim|CA
2323|HLVY Group|2.1|Health|15.0|2008.0|156|New York City|NY
2324|eTERA Consulting|13.2|Business Products & Services|50.0|2004.0|156|DC|DC
2325|Direct Radiology|11.8|Health|41.0|2011.0|156|Coeur d'Alene|ID
2326|Access Information Management|276.3|Business Products & Services|1712.0|2004.0|156|Livermore|CA
2327|ownerIQ|72.1|Advertising & Marketing|230.0|2007.0|156|Boston|MA
2328|Village Liquors|3.0|Retail|10.0|1983.0|156|Houston|TX
2329|Rifle Paper Co.|21.5|Consumer Products & Services|221.0|2009.0|156|Winter Park|FL
2330|Everest Escrow|10.3|Real Estate|70.0|2010.0|155|Irvine|CA
2331|Accountable Healthcare Staffing|143.0|Health|1800.0|2011.0|155|Boca Raton|FL
2332|Empire Hospitality|13.6|Government Services|57.0|2008.0|155|vancouver|WA
2333|Lumark Technologies|7.0|Government Services|54.0|1999.0|155|Fairfax|VA
2334|CLARUS Merchant Services|9.5|Financial Services|45.0|1999.0|155|Gatithersburg|MD
2335|Horizon Roofing|16.4|Construction|72.0|1976.0|155|Waite Park|MN
2336|SocialSEO|3.2|Advertising & Marketing|40.0|1997.0|155|Colorado Springs|CO
2337|Bellows Plumbing, Heating & Air|7.9|Construction|85.0|2004.0|155|Soquel|CA
2338|PURE Group of Insurance Companies|640.4|Insurance|477.0|2007.0|155|White Plains|NY
2339|CIO Partners|2.1|Human Resources|15.0|2001.0|155|Marietta|GA
2340|Project Ricochet|2.6|Business Products & Services|9.0|2006.0|155|Walnut Creek|CA
2341|Profuse Solutions|5.8|IT Services|60.0|2001.0|155|Walnut|CA
2342|Matt Curtis Real Estate|2.4|Real Estate|25.0|2009.0|154|Madison|AL
2343|Simeio Solutions|34.1|Security|401.0|2007.0|154|Atlanta|GA
2344|Expo Logic|7.5|Business Products & Services|47.0|1980.0|154|East Norriton|PA
2345|IdeaLaunch.com|7.3|Software|19.0|2010.0|154|Boston|MA
2346|Silverline CRM|27.0|IT Services||2009.0|154|New York City|NY
2347|Clubessential|17.9|IT Services|133.0|2002.0|154|Cincinnati|OH
2348|APG Exhibits|3.2|Advertising & Marketing|9.0|1975.0|154|Grayslake|IL
2349|Conscientia|2.4|IT Services|25.0|2006.0|154|Chandler|AZ
2350|CompuMatrice|2.9|Software|90.0|2011.0|154|Allen|TX
2351|Repeated Signal Solutions|15.6|Telecommunications|20.0|2006.0|154|santa Barbara|CA
2352|Coranet|69.9|IT Services|70.0|2004.0|154|New York City|NY
2353|Certent|29.3|Financial Services|195.0|2002.0|154|Pleasanton|CA
2354|Indusa Technical|7.9|IT Services|300.0|1989.0|154|Oakbrook Terrace|IL
2355|Punchkick Interactive|7.1|Advertising & Marketing|53.0|2006.0|154|Chicago|IL
2356|EXIT Strategy Realty|5.4|Real Estate|136.0|2009.0|154|Chicago|IL
2357|Peloton Group|31.0|IT Services|140.0|2009.0|154|Boston|MA
2358|Liquidus Marketing|14.0|Advertising & Marketing|141.0|2001.0|153|Chicago|IL
2359|3S BUSINESS|17.1|IT Services|90.0|2010.0|153|Houston|TX
2360|OnSight|15.0|Advertising & Marketing|96.0|1991.0|153|Sanford|FL
2361|Carson Group|57.5|Financial Services|104.0|1983.0|153|Omaha|NE
2362|Cascades Technologies|17.7|Government Services|73.0|1998.0|153|Herndon|VA
2363|Ampirical Solutions|47.6|Engineering|137.0|2006.0|153|Mandeville|LA
2364|Abenity|3.5|Business Products & Services|22.0|2006.0|153|Franklin|TN
2365|RIGHT AT SCHOOL|9.5|Education|478.0|2010.0|153|Evanston|IL
2366|AIT Bioscience|8.2|Health|49.0|2009.0|153|Indianapolis|IN
2367|Nifty Marketing|3.3|Advertising & Marketing|24.0|2009.0|153|Burley|ID
2368|Meridith Baer Home|33.2|Real Estate|181.0|1998.0|153|South Gate|CA
2369|eSolutions|42.4|IT Services|199.0|1999.0|153|Overland Park|KS
2370|SecuriGence|4.1|IT Services|20.0|2010.0|153|Leesburg|VA
2371|Costner Law Office|8.2|Business Products & Services|52.0|2010.0|153|Charlotte|NC
2372|Fieldtrip|4.7|Advertising & Marketing|24.0|2006.0|153|Louisville|KY
2373|Dynamics Resources|4.5|IT Services|28.0|2009.0|153|Vernon Hills|IL
2374|iunlimited investigative services|12.0|Security|181.0|2004.0|152|Sacramento|CA
2375|Energy 1|6.8|Energy|33.0|2009.0|152|Bozeman|MT
2376|Orange Aluminum|2.5|Construction|7.0|2007.0|152|Laguna Niguel|CA
2377|iTEDIUM|6.9|Business Products & Services|50.0|2001.0|152|Mission|KS
2378|Macro Solutions|36.2|Government Services|160.0|2000.0|152|Washington|DC
2379|Sensis|27.9|Advertising & Marketing|80.0|1998.0|152|Los Angeles|CA
2380|GreenBox|6.7|Construction|53.0|2010.0|152|Lexington|KY
2381|Clarisoft Technologies|2.5|Software|75.0|2004.0|152|Pittsford|NY
2382|Showroom Logic|33.9|Advertising & Marketing|87.0|2009.0|152|Miami|FL
2383|RAR Hospitality|66.7|Travel & Hospitality|800.0|1990.0|152|San Diego|CA
2384|Alpha Paving Industries|15.1|Construction|43.0|2012.0|152|Round Rock|TX
2385|TargetCW|211.2|Human Resources|84.0|2010.0|152|San Diego|CA
2386|First Financial of Baton Rouge|2.4|Business Products & Services|12.0|2006.0|152|Baton Rouge|LA
2387|Shipping-and-Handling.com|2.7|Logistics & Transportation|32.0|2010.0|152|Jacksonville|FL
2388|Verasolve|2.5|Advertising & Marketing|20.0|2002.0|152|Potomac|MD
2389|PinPoint Collateral|1.9|Financial Services|6.0|2012.0|152|Pasadena|CA
2390|Adler Windows|18.4|Construction|94.0|1986.0|152|Manhattan|NY
2391|Janus International Group|293.9|Manufacturing|739.0|2002.0|152|Temple|GA
2392|Rincon Consultants|29.5|Environmental Services|196.0|1994.0|151|Ventura|CA
2393|Ruby Receptionists|28.3|Telecommunications||2003.0|151|Portland|OR
2394|Rise Interactive|78.9|Advertising & Marketing|219.0|2004.0|151|Chicago|IL
2395|CPP Associates|14.3|Business Products & Services|21.0|2010.0|151|Whitehouse Station|NJ
2396|Denken Solutions|10.0|IT Services|110.0|2010.0|151|Irvine|CA
2397|Greenway Insurance & Risk Management Agency|3.1|Insurance|22.0|2007.0|151|Houston|TX
2398|Paragon Stairs|12.7|Manufacturing|101.0|1998.0|151|Collegeville|PA
2399|Conservice|136.8|Real Estate|1338.0|2000.0|151|Logan|UT
2400|The Duncan Duo & Associates|7.0|Real Estate|52.0|2011.0|151|Tampa|FL
2401|Maven Recruiting Group|5.5|Human Resources|70.0|2010.0|151|San Francisco|CA
2402|Vetsource|83.0|Health|130.0|2007.0|150|Portland|OR
2403|Siteline Interior Carpentry|37.3|Construction|200.0|2003.0|150|Midlothian|IL
2404|Nexgrill Industries|184.4|Consumer Products & Services|62.0|1993.0|150|Chino|CA
2405|CollabraLink Technologies|27.1|IT Services|158.0|2003.0|150|McLean|VA
2406|OnceLogix|3.6|Software|20.0|2010.0|150|Winston-Salem|NC
2407|Horsetail Technologies|4.6|IT Services|30.0|2011.0|150|Baltimore|MD
2408|ECR Equitable Commercial Realty|3.9|Real Estate|20.0|2010.0|150|Austin|TX
2409|WillowTree|20.6|Software|167.0|2007.0|150|Charlottesville|VA
2410|RNB Construction|3.1|Construction|16.0|2010.0|150|Cypress|TX
2411|Grasp Technologies|4.1|Software|39.0|1996.0|150|San Diego|CA
2412|Clearent|202.2|Financial Services|209.0|2005.0|150|Clayton|MO
2413|Curriculum Associates|153.8|Education|657.0|1969.0|150|North Billerica|MA
2414|B2Gnow|8.2|Software|50.0|1999.0|150|Phoenix|AZ
2415|TRIUNE INFOMATICS|8.6|IT Services|30.0|2005.0|150|Fremont|CA
2416|Muscle Up Marketing|7.6|Advertising & Marketing|11.0|2011.0|149|Alpharetta|GA
2417|Industrial Lighting Products|56.6|Manufacturing|250.0|2002.0|149|Sanford|FL
2418|Tevora|24.5|Security|47.0|2003.0|149|Lake Forest|CA
2419|Early Upgrade|45.4|Consumer Products & Services|45.0|2009.0|149|Jacksonville|FL
2420|Broadleaf Commerce|4.9|Software|31.0|2011.0|149|Plano|TX
2421|3 Blind Mice Window Coverings|6.1|Business Products & Services|33.0|2004.0|149|San Diego|CA
2422|AArete|31.7|Business Products & Services|155.0|2008.0|149|Chicago|IL
2423|Strand Tennis|2.2|Health|15.0|2009.0|149|Chatham|NJ
2424|LIBERTY Dental Plan|270.7|Insurance|435.0|2001.0|148|Irvine|CA
2425|Go Fish Digital|2.4|Advertising & Marketing|17.0|2005.0|148|Arlington|VA
2426|Fusion Optix|5.5|Manufacturing|35.0|2003.0|148|Woburn|MA
2427|Adept Marketing|4.2|Advertising & Marketing|39.0|2008.0|148|Columbus|OH
2428|Novasyte|15.5|Health|36.0|2008.0|148|Carlsbad|CA
2429|The Vertex Companies|108.5|Construction|440.0|1993.0|148|Weymouth|MA
2430|Sterling Computers|395.0|Government Services|150.0|1996.0|148|Dakota Dunes|SD
2431|Revere Capital|27.6|Financial Services|18.0|2011.0|148|Dallas|TX
2432|E2 Consulting Engineers|86.9|Energy|402.0|1988.0|148|Emeryville|CA
2433|PinnacleART|85.5|Engineering|644.0|2006.0|147|Pasadena|TX
2434|Town Square Mortgage|16.5|Financial Services|129.0|2009.0|147|Dallas|TX
2435|Tane Digital Video|2.1|Advertising & Marketing|10.0|2002.0|147|New York City|NY
2436|Benchmark Realty|53.7|Real Estate|807.0|2006.0|147|Franklin|TN
2437|Pivot International|29.1|Engineering|187.0|1972.0|147|Lenexa|KS
2438|Telarus|49.1|Telecommunications|82.0|2002.0|147|Sandy|UT
2439|Russell Cellular|259.2|Retail|1200.0|1993.0|147|Battlefield|MO
2440|Palmetto|8.2|Energy|90.0|2009.0|147|Charleston|SC
2441|Alert Logic|101.5|Security|696.0|2002.0|147|Houston|TX
2442|Treeium|36.9|Construction|185.0|1991.0|147|Valley Village|CA
2443|Archer|11.1|Financial Services|73.0|2001.0|147|Berwyn|PA
2444|AdaptiBar|2.7|Education|6.0|2003.0|146|Chicago|IL
2445|Mass Markets|15.8|Business Products & Services|542.0|2013.0|146|Iowa City|IA
2446|Mosquito Squad|42.3|Consumer Products & Services|44.0|2005.0|146|Richmond|VA
2447|NewSouth Window Solutions|41.6|Consumer Products & Services|155.0|2010.0|146|Tampa|FL
2448|DXagency|12.7|Advertising & Marketing|50.0|2004.0|146|Edgewater|NJ
2449|Sandlapper Capital Investments|4.1|Financial Services|11.0|2011.0|146|Greenville|SC
2450|Aeroflow Healthcare|73.6|Health|300.0|2001.0|146|Asheville|NC
2451|Kuykendall Solar|10.3|Energy|52.0|2009.0|146|Coarsegold|CA
2452|Softpath System|37.4|IT Services|900.0|1999.0|146|Norcross|GA
2453|Boa Logistics|13.0|Logistics & Transportation||2011.0|146|Culver|CA
2454|Apex Energy Group|3.1|Construction|12.0|1998.0|146|Zionsville|IN
2455|Zoom Technical Services|7.0|Business Products & Services|16.0|2004.0|145|Woburn|MA
2456|DLA+ Architecture & Interior Design|9.0|Engineering|33.0|2008.0|145|Pittsburgh|PA
2457|PEAK Elevator|8.2|Construction|44.0|1980.0|145|Arvada|CO
2458|Starfire Direct|6.3|Retail|19.0|2007.0|145|Temecula|CA
2459|Phaidon International|70.0|Human Resources|416.0|2004.0|145|New York City|NY
2460|Co-construct|5.1|Software|50.0|2005.0|145|Charlottesville|VA
2461|DataArt|96.8|Software|2000.0|1997.0|145|New York City|NY
2462|SADA Systems|69.4|IT Services|161.0|2000.0|144|North Hollywood|CA
2463|Schaefer Enterprises|16.1|Insurance|13.0|1999.0|144|New York City|NY
2464|NEI General Contracting|163.6|Construction|147.0|1998.0|144|Randolph|MA
2465|FactorTrust|21.6|Financial Services|57.0|2006.0|144|Roswell|GA
2466|iTexico|5.2|IT Services|120.0|2011.0|144|Austin|TX
2467|South Florida Tissue Paper|12.7|Manufacturing|50.0|1997.0|144|Miami Gardens|FL
2468|Nix Companies|5.0|Manufacturing|32.0|1902.0|144|Poseyville|IN
2469|PROJECTXYZ|15.0|Government Services|85.0|2005.0|144|Huntsville|AL
2470|OH Partners|15.0|Advertising & Marketing|49.0|2008.0|144|Phoenix|AZ
2471|OOLY|13.2|Consumer Products & Services|37.0|2005.0|144|Oceanside|CA
2472|Supply Solutions|9.4|Business Products & Services|25.0|2006.0|144|Cerritos|CA
2473|Interwest Communications|2.4|Telecommunications|13.0|1987.0|144|Wenatchee|WA
2474|Ceterus|2.9|Software|52.0|2008.0|144|Charleston|SC
2475|StaffRehab|5.8|Health|10.0|2009.0|144|Newport Beach|CA
2476|Group Benefit Services|2.5|Insurance|25.0|1992.0|144|Springfield|MO
2477|Ben Kinney Real Estate Team|7.3|Real Estate|53.0|2008.0|143|Bellingham|WA
2478|TeamLogic IT|4.4|IT Services|360.0|2005.0|143|Mission Viejo|CA
2479|Curant Health|230.4|Health|147.0|2000.0|143|Smyrna|GA
2480|Total Care Connections|2.7|Health|175.0|2009.0|143|Tucson|AZ
2481|Chantel Ray Real Estate|8.4|Real Estate|28.0|2011.0|143|Virginia Beach|VA
2482|IT Asset Management Group|6.7|Environmental Services|40.0|1999.0|143|Farmingdale|NY
2483|Wet Brush|40.6|Consumer Products & Services|75.0|1977.0|143|Hauppauge|NY
2484|Complete Recovery|4.6|Financial Services|112.0|2003.0|143|Salt Lake City|UT
2485|Comprehensive Energy Services|48.0|Construction|282.0|1992.0|143|Longwood|FL
2486|New York Dynamic Neuromuscular Rehabilitation and Physical Therapy|2.0|Health|11.0|2010.0|143|New York City|NY
2487|Mail Shark|19.1|Advertising & Marketing|55.0|2008.0|143|Mohnton|PA
2488|Imacuclean|9.7|Business Products & Services|400.0|1949.0|143|New York City|NY
2489|On The Map Marketing|2.6|Advertising & Marketing|72.0|2009.0|143|Miami|FL
2490|Evo Exhibits|13.1|Advertising & Marketing|54.0|2009.0|142|West Chicago|IL
2491|WomenCertified|3.2|Advertising & Marketing|24.0|2009.0|142|Hollywood|FL
2492|Kalisher|14.9|Media|97.0|2004.0|142|Carrboro|NC
2493|Shoemagoo|7.8|Retail|5.0|2013.0|142|San Diego|CA
2494|Toilettree Products|8.1|Consumer Products & Services|5.0|2009.0|142|Ramsey|NJ
2495|KeyMedia Solutions|2.6|Advertising & Marketing|12.0|2011.0|142|Sioux Falls|SD
2496|OMG|16.1|Advertising & Marketing|20.0|2005.0|142|New York City|NY
2497|Professional Home Buyers|9.6|Real Estate|15.0|2001.0|142|Wichita|KS
2498|Five Star Restoration|9.1|Construction|64.0|1989.0|142|Gold River|CA
2499|ReEmployAbility|6.3|Insurance|54.0|2003.0|142|Tampa|FL
2500|Lorven Technologies|10.8|IT Services|21.0|2001.0|142|Plainsboro|NJ
2501|Trinity Real Estate Solutions|7.1|Real Estate|46.0|2003.0|142|Dallas|TX
2502|NSource|7.7|Business Products & Services|200.0|2012.0|142|Chicago|IL
2503|General Devices|6.1|Health|31.0|1979.0|142|Ridgefield|NJ
2504|Percepture|2.5|Advertising & Marketing|33.0|2004.0|142|New York City|NY
2505|MOXKOR|13.5|Financial Services|43.0|2004.0|142|Pasadena|CA
2506|LiquidAgents Healthcare|55.5|Health||2003.0|141|Plano|TX
2507|projekt202|32.1|Software|77.0|2003.0|141|Addison|TX
2508|Key Credit Repair|3.1|Financial Services|30.0|2008.0|141|Boston|MA
2509|Fastmore Logistics|18.6|Logistics & Transportation|47.0|2005.0|141|Elk Grove Village|IL
2510|Edge|19.7|Consumer Products & Services|500.0|2008.0|141|Provo|UT
2511|HMG Plus|4.1|Travel & Hospitality|400.0|2012.0|141|New York City|NY
2512|Greystone Technology|8.2|IT Services|86.0|2001.0|141|Denver|CO
2513|DAS Health|12.0|Health|60.0|2003.0|141|Tampa|FL
2514|Hissho Sushi|122.1|Food & Beverage|583.0|1998.0|141|Charlotte|NC
2515|Service First Logistics|35.1|Logistics & Transportation|49.0|2011.0|141|Auburn Hills|MI
2516|Dane Street|32.5|Health|172.0|2008.0|141|Boston|MA
2517|Fund&Grow|4.1|Financial Services|21.0|2007.0|141|Cheyenne|WY
2518|Prestige Travel Nurses|3.1|Health|4.0|2005.0|141|Sarasota|FL
2519|Tach Tech|7.2|IT Services|7.0|2010.0|140|San Francisco|CA
2520|SciSafe|2.8|Health|18.0|2010.0|140|Cranbury|NJ
2521|Expero|4.7|Software|31.0|2001.0|140|Houston|TX
2522|Miguel Lopez Jr.|11.8|Construction|47.0|1989.0|140|Pembroke Pines|FL
2523|Trilliant Surgical|15.5|Health|43.0|2007.0|140|Houston|TX
2524|Source Alliance Network|8.9|Logistics & Transportation|20.0|2010.0|140|Chicago|IL
2525|Tri-County Mechanical|3.5|Construction|15.0|2007.0|140|Little River|SC
2526|Luxury Living Chicago Realty|3.9|Real Estate|25.0|2007.0|140|Chicago|IL
2527|Morales Group|91.1|Human Resources||2003.0|140|Indianapolis|IN
2528|rEvolution|59.3|Advertising & Marketing|78.0|2001.0|140|Chicago|IL
2529|Businessolver|88.0|Software|613.0|1998.0|140|West Des Moines|IA
2530|EMPIST, LLC|6.7|IT Services|74.0|2000.0|139|Chicago|IL
2531|Ideal Industries|9.2|Manufacturing|96.0|2007.0|139|Vinton|IA
2532|Amtel|44.3|Retail|600.0|2009.0|139|Grapevine|TX
2533|United Mortgage|2.0|Financial Services|14.0|2007.0|139|Overland Park|KS
2534|Managed Care Advisors|12.0|Government Services|101.0|1997.0|139|Bethesda|MD
2535|Host|63.8|Logistics & Transportation|393.0|1923.0|139|Norfolk|VA
2536|AQUILA Commercial|14.2|Real Estate|34.0|2007.0|139|Austin|TX
2537|Listrak|45.4|Retail|258.0|1999.0|139|Llititz|PA
2538|ThinkLite|21.7|Energy|21.0|2009.0|139|Natick|MA
2539|DevelopIntelligence|5.0|Education|15.0|2003.0|139|Lafayette|CO
2540|YapStone|210.9|Financial Services|391.0|1999.0|139|Walnut Creek|CA
2541|Southend Exteriors|49.9|Construction|72.0|2007.0|139|Charlotte|NC
2542|TechSource|32.7|Engineering|190.0|1997.0|139|Los Alamos|NM
2543|Oxagile|8.8|IT Services|214.0|2005.0|139|New York City|NY
2544|BlueBolt|2.7|Business Products & Services|24.0|2005.0|139|Chicago|IL
2545|WMK|378.8|Health|976.0|1997.0|139|Richfield|OH
2546|Compassus|423.3|Health|3642.0|2006.0|139|Brentwood|TN
2547|Kriser's Natural Pet|33.8|Retail|312.0|2006.0|138|Santa Monica|CA
2548|Rapid Web Services|8.7|Security|52.0|2009.0|138|Saint Petersburg|FL
2549|blueStone Staffing|10.3|||2002.0|138|Palatine|IL
2550|OPAV|6.0|Media|30.0|2008.0|138|Orlando|FL
2551|Become A Better Trader|2.4|Education|12.0|2007.0|138|North Barrington|IL
2552|Servesys|9.7|IT Services|102.0|2011.0|138|Dallas|TX
2553|Digiday|13.2|Media|62.0|2007.0|138|New York City|NY
2554|Crisp Marketing|4.0|Advertising & Marketing|50.0|2007.0|138|Fort Lauderdale|FL
2555|Information Management Resources|16.0|IT Services|139.0|1992.0|138|Aliso Viejo|CA
2556|Arch-Con Construction|225.3|Construction|109.0|2000.0|138|Houston|TX
2557|ProTransport-1|107.5|Health|1939.0|2000.0|138|Cotati|CA
2558|Transportation Insight|1638.3|Logistics & Transportation|421.0|1999.0|138|Hickory|NC
2559|DutchCrafters|9.1|Retail|26.0|2003.0|138|Sarasota|FL
2560|Culture Studio|6.5|Consumer Products & Services|85.0|2005.0|138|Chicago|IL
2561|Clarity Partners|24.2|IT Services|134.0|2004.0|138|Chicago|IL
2562|Fathom 4|3.4|Government Services|36.0|2012.0|137|Charleston|SC
2563|Kobeyaki Holdings|6.3|Food & Beverage|50.0|2011.0|137|New York City|NY
2564|The Abbi Agency|3.0|Advertising & Marketing|21.0|2008.0|137|Reno|NV
2565|Optimum Healthcare IT|130.3|Health|437.0|2012.0|137|Jacksonville Beach|FL
2566|G&N Insurance|2.3|Insurance|19.0|2010.0|137|Southborough|MA
2567|Conversica|18.2|Software|143.0|2007.0|137|Foster City|CA
2568|Cabins USA|17.4|Travel & Hospitality|74.0|2004.0|137|Sevierville|TN
2569|Boca Beauty Academy|4.2|Education|41.0|1991.0|137|Parkland|FL
2570|CorpInfo|43.4|IT Services||1983.0|137|Santa Monica|CA
2571|Krilogy Financial|5.9|Financial Services|37.0|2009.0|137|St. Louis|MO
2572|Blue Bridge Financial|6.6|Financial Services|30.0|2009.0|137|Buffalo|NY
2573|Jacobson Strategic Communications|2.7|Advertising & Marketing|41.0|2010.0|137|Philadelphia|PA
2574|Hydra-Flex|12.1|Manufacturing|37.0|2002.0|137|Eagan|MN
2575|ITS Infinity Trading|34.7|Logistics & Transportation|54.0|2002.0|137|Chandler|AZ
2576|22nd Century Staffing|29.1|IT Services|500.0|2013.0|136|McLean|VA
2578|Monogram Foods|565.6|Food & Beverage|2700.0|2004.0|136|Memphis|TN
2579|280 Group|3.7|Business Products & Services|20.0|1998.0|136|Los Gatos|CA
2580|Acordis International|14.4|IT Services|40.0|2011.0|136|Miramar|FL
2581|Foundant Technologies|5.2|Software|50.0|2007.0|136|Bozeman|MT
2582|Lexicon Solutions|4.4|IT Services|62.0|2004.0|136|Portland|OR
2583|CIOsynergy|6.6|Business Products & Services|26.0|2009.0|136|Hoffman Estates|IL
2584|Transitions Commute Solutions|4.4|Logistics & Transportation|156.0|2010.0|136|Winter Garden|FL
2585|Atlantic Metro Communications|16.3|IT Services|49.0|2007.0|136|Pasippany|NJ
2586|Versado Training|4.0|Education|18.0|2010.0|136|Durham|NC
2587|EO Products|33.0|Consumer Products & Services|103.0|1995.0|136|San Rafael|CA
2588|T1V|5.7|Business Products & Services|36.0|2008.0|136|Charlotte|NC
2589|The Frontier Project|5.2|Business Products & Services|46.0|2007.0|136|Richmond|VA
2590|NICE Home Services|3.0|Construction||2011.0|136|Springfield|VA
2591|Accuro|9.9|Human Resources|135.0|2003.0|135|Raleigh|NC
2592|Strategic Wealth Partners|6.2|Financial Services|23.0|2009.0|135|Independence|OH
2593|iuvo Technologies|3.7|IT Services||2007.0|135|Westford|MA
2594|Onepath|164.5|IT Services|1016.0|1997.0|135|Marietta|GA
2595|Veristat|36.7|Health|250.0|1994.0|135|SOUTHBOROUGH|MA
2596|JobFinders Employment Services|11.1|Human Resources|2536.0|1986.0|135|Columbia|MO
2597|Atlas Insurance Brokers|17.6|Insurance|17.0|1996.0|135|Rochester|MN
2598|KHM Travel Group|16.5|Travel & Hospitality|48.0|2005.0|135|Brunswick|OH
2599|ForYourParty.com|6.3|Retail|18.0|2004.0|135|Skokie|IL
2600|Century Business Solutions|12.1|Business Products & Services|65.0|2004.0|135|Irvine|CA
2601|Rhythmic Technologies|2.3|IT Services|13.0|2008.0|135|Herndon|VA
2602|BCT Consulting|10.0|IT Services|60.0|1996.0|135|Fresno|CA
2603|Kinnser Software|58.6|Health|228.0|2003.0|135|Austin|TX
2604|Freddy's Frozen Custard & Steakburgers|340.5|Food & Beverage|9584.0|2002.0|135|Wichita|KS
2605|Zippy Shell|17.4|Logistics & Transportation|80.0|2010.0|135|Washington|DC
2606|PROMEDICAL|7.1|Health|68.0|1995.0|135|Lexington|MA
2607|Full Circle Home|5.1|Consumer Products & Services|20.0|2009.0|135|New York City|NY
2608|Send Word Now|45.3|Telecommunications|106.0|2001.0|134|Secuacus|NJ
2609|GovDirect|8.9|Computer Hardware|6.0|2010.0|134|Clearwater|FL
2610|Purium Health Products|41.4|Food & Beverage|92.0|2000.0|134|Long Beach|CA
2611|Encompass Lending Group|7.9|Financial Services|57.0|2008.0|134|Katy|TX
2612|MeetEdgar|3.1|Software|28.0|2013.0|134|Austin|TX
2613|Sun Light & Power|23.7|Energy|79.0|1976.0|134|Berkeley|CA
2614|McIlveen Family Law Firm|2.7|Consumer Products & Services|26.0|2011.0|134|Gastonia|NC
2615|Concero Search Partners|3.6|Human Resources|14.0|2010.0|134|Madison|WI
2616|Discount Credit Card Supply|4.5|Business Products & Services|12.0|2007.0|134|Highland Park|IL
2617|TargetMarket|2.0|Advertising & Marketing|12.0|1992.0|134|Summerville|SC
2618|CFO Systems|4.7|Financial Services|35.0|2005.0|134|Omaha|NE
2619|ExecuSource|8.5|Human Resources|110.0|1998.0|134|Atlanta|GA
2620|Minute Key|36.9|Consumer Products & Services|169.0|2008.0|134|Boulder|CO
2621|TekStream Solutions|18.4|IT Services|111.0|2011.0|133|Atlanta|GA
2622|Banyan Investment Group|49.7|Travel & Hospitality|412.0|2007.0|133|Miramar Beach|FL
2623|Chrome River|28.6|Software|229.0|2007.0|133|Los Angeles|CA
2624|AnnieMac Home Mortgage|143.5|Financial Services|880.0|2011.0|133|Mount Laurel|NJ
2625|Highwire Public Relations|14.0|Advertising & Marketing|73.0|2008.0|133|San Francisco|CA
2626|BNG Holdings|5.2|Financial Services|37.0|2007.0|133|Fargo|ND
2627|Coastal Payroll|5.1|Human Resources|34.0|2007.0|133|San Diego|CA
2628|Platinum Roofing|27.2|Construction|100.0|2000.0|133|San Jose|CA
2629|T-Star Luxury Ground Transportation|2.7|Logistics & Transportation|38.0|2008.0|133|Memphis|TN
2630|RE 360|3.7|Real Estate|10.0|2009.0|133|Pittsburgh|PA
2631|Whissel Realty|5.1|Real Estate|50.0|2006.0|133|San Diego|CA
2632|United Fray|3.3|Consumer Products & Services|11.0|2010.0|133|Washington|DC
2633|Vernovis|6.7|Business Products & Services|77.0|2009.0|133|Mason|OH
2634|Impiger Technologies|6.6|Software|300.0|2004.0|133|Richardson|TX
2635|FluidEdge Consulting|32.6|Health|95.0|2007.0|132|Malvern|PA
2636|EquipSystems|6.0|Health|60.0|2004.0|132|New York City|NY
2637|Lyons Consulting Group|45.4|Business Products & Services|241.0|2003.0|132|Chicago|IL
2638|Tucker-Rose Associates|7.2|IT Services|41.0|2008.0|132|New Braunfels|TX
2639|Adaptive Medical Partners|4.2|Health|20.0|2010.0|132|Irving|TX
2640|WebPT|39.6|Software|308.0|2008.0|132|Phoenix|AZ
2641|Client Command|12.9|Advertising & Marketing|43.0|1999.0|132|Cumming|GA
2642|Transparent BPO|12.7|Business Products & Services|700.0|2009.0|132|Laytonsville|MD
2643|Bear Staffing Services|16.9|Human Resources|21.0|2005.0|132|Woodbury|NJ
2644|rezora|2.1|Advertising & Marketing|11.0|2009.0|132|Boulder|CO
2645|BBG Management|8.2|IT Services|100.0|2008.0|132|Charlotte|NC
2646|Day Online Solutions|4.4|Advertising & Marketing|2.0|2007.0|132|Sellersburg|IN
2647|Site Tech Services|2.9|IT Services|17.0|2013.0|132|Tampa|FL
2648|Excel Services|19.6|Construction|90.0|2006.0|132|Louisville|KY
2649|Washington Street Properties|5.1|Real Estate|16.0|2007.0|131|Watertown|NY
2650|Tiernan & Patrylo|36.3|Construction|76.0|1984.0|131|Peachtree City|GA
2651|Zuri Group|4.9|IT Services|36.0|2007.0|131|Bend|OR
