rank|name|revenue|industry|employees|founded|growth|city|state
2652|Sixpack Shortcuts|21.0|Health|103.0|2010.0|131|Austin|TX
2653|The Heyl Group at Keller Williams|3.3|Real Estate|10.0|2009.0|131|Austin|TX
2654|Skysis|5.4|Health|17.0|2011.0|131|Scottsdale|AZ
2655|Pedego Electric Bikes|12.6|Consumer Products & Services|26.0|2008.0|131|Fountain Valley|CA
2656|Synaptic Advisory Partners|8.1|IT Services|51.0|2008.0|131|Annapolis|MD
2657|Parts Town|192.0|Food & Beverage|297.0|1987.0|131|Addison|IL
2658|ROCS Staffing|5.1|Human Resources|150.0|2003.0|131|Herndon|VA
2659|Case Snow Management|20.0|Business Products & Services|337.0|2009.0|131|North Attleborough|MA
2660|Direct Benefits|5.3|Insurance|32.0|2001.0|131|Saint Paul|MN
2661|Cornerstone Engineering|3.8|Engineering|21.0|2003.0|131|Louisville|KY
2662|ONEFIRE|2.2|Software|23.0|2012.0|131|Peoria|IL
2663|Endurance|154.6|Insurance|276.0|2006.0|130|Northbrook|IL
2664|Ascelmed USA|6.9|Health|19.0|2009.0|130|Torrance|CA
2665|The Northbridge Companies|67.6|Health|1246.0|2004.0|130|Burlington|MA
2666|Poulton Associates|8.1|Insurance|22.0|1990.0|130|Salt Lake City|UT
2667|Intellectual Capitol|3.2|IT Services|30.0|2003.0|130|Taylors|SC
2668|SRIVEN TECHNOLOGIES|6.9|IT Services|96.0|2009.0|130|Herndon|VA
2669|Mainstream Boutique|26.1|Retail|20.0|2001.0|130|Bloomington|MN
2670|Bonfire Marketing Company|4.4|Advertising & Marketing|34.0|2008.0|130|Portland|OR
2671|TribalVision|4.5|Advertising & Marketing|35.0|2010.0|130|Warwick|RI
2672|Flowing Wells Landscape & Pools|3.4|Construction|32.0|1996.0|130|Chandler|AZ
2673|Administrative Strategies|7.3|Insurance|6.0|2010.0|130|Fishers|IN
2674|JAX Refrigeration|40.7|Construction|127.0|2010.0|130|Jacksonville Beach|FL
2675|DTI|591.5|Business Products & Services|4399.0|1998.0|130|Atlanta|GA
2676|ORS Partners|5.9|Human Resources|63.0|2012.0|130|Audubon|PA
2677|Swift Straw II|21.7|Environmental Services|55.0|2011.0|130|Atlanta|GA
2678|Blue Microphones|55.9|Consumer Products & Services|60.0|1995.0|130|Westlake Village|CA
2679|Computer Overhauls|2.9|Consumer Products & Services|9.0|2006.0|129|New York City|NY
2680|Avella Specialty Pharmacy|1293.9|Health|510.0|1996.0|129|Phoenix|AZ
2681|GDI Technology|17.4|Telecommunications|80.0|1999.0|129|Miami|FL
2682|Hyperion Global Partners|3.1|Business Products & Services|20.0|2009.0|129|Sugar Land|TX
2683|SPEAR Physical Therapy|16.9|Health|140.0|1999.0|129|New York City|NY
2684|Ingenious Med|36.2|Health|245.0|1999.0|129|Atlanta|GA
2685|Poetic Systems|2.3|Software|35.0|2007.0|129|Houston|TX
2686|Bridge Partners|39.9|Business Products & Services|203.0|2007.0|129|Seattle|WA
2687|Sabot Consulting|3.9|IT Services|18.0|2000.0|129|Folsom|CA
2688|Advantage Media Group|6.9|Media|53.0|2005.0|129|Charleston|SC
2689|CWU|49.1|Government Services|931.0|2004.0|129|Tampa|FL
2690|Butterfly Effects|22.0|Health|744.0|2005.0|129|Deerfield Beach|FL
2691|Quadrint|16.4|IT Services|60.0|2000.0|129|Bethesda|MD
2692|The American Eagle Mortgage Co.|40.6|Real Estate|197.0|2000.0|129|Lorain|OH
2693|CleanLife LED|3.6|Manufacturing|17.0|2011.0|129|Cleveland|OH
2694|TISTA Science and Technology|49.5|Government Services|209.0|2005.0|129|Rockville|MD
2695|Call Experts|7.9|Telecommunications|200.0|1982.0|129|Charleston|SC
2696|Frank Surveying Co|6.5|Business Products & Services|47.0|1970.0|129|Columbus|TX
2697|Metro Systems|26.0|Human Resources|260.0|2005.0|128|Alexandria|VA
2698|Wpromote|28.0|Advertising & Marketing||2001.0|128|El Segundo|CA
2699|L2TMedia|48.6|Advertising & Marketing|91.0|1997.0|128|Evanston|IL
2700|THMED|35.7|Business Products & Services|130.0|2009.0|128|Dallas|TX
2701|WFN Strategies|2.7|Telecommunications|21.0|2001.0|128|Sterling|VA
2702|The Wireless Experience|98.9|Retail|400.0|1997.0|128|Barnegat|NJ
2703|Aerospace Quality Research and Development|6.2|Engineering|31.0|2002.0|128|Addison|TX
2704|Vivayic|3.8|Business Products & Services||2006.0|128|Lincoln|NE
2705|Capital Title of Texas|81.8|Real Estate|517.0|1987.0|128|Plano|TX
2707|Innovative Commercial Environments|7.7|Business Products & Services|13.0|2006.0|128|San Diego|CA
2708|Bankers Healthcare Group|149.3|Financial Services|300.0|2001.0|128|Davie|FL
2709|Strata Company|11.4|Advertising & Marketing|32.0|1993.0|127|Plymouth Meeting|PA
2710|Resource Environmental Solutions|64.7|Environmental Services|294.0|2007.0|127|Houston|TX
2711|SOLVARIA|3.0|IT Services|30.0|1997.0|127|Glen Allen|VA
2712|optimum employer solutions|16.5|Human Resources|20.0|2007.0|127|santa ana|CA
2713|SmartAcre|2.1|Advertising & Marketing|18.0|2008.0|127|Bethlehem|PA
2714|Tax Guard|9.9|Financial Services|62.0|2009.0|127|Boulder|CO
2715|ARCO Construction Company|1096.0|Construction|512.0|1992.0|127|St. Louis|MO
2716|Compass Self STorage|48.1|Logistics & Transportation|176.0|2007.0|127|Cleveland|OH
2717|Professional Enrollment Concepts|5.0|Insurance|64.0|2008.0|127|Houston|TX
2718|eROI|7.3|Advertising & Marketing|58.0|2002.0|127|Portland|OR
2719|Reeher|7.3|Education|54.0|2002.0|127|St Paul|MN
2720|VENUS CONSTRUCTION COMPANY|36.9|Construction|217.0|1967.0|127|Mansfield|TX
2721|Risk International Services|17.6|Business Products & Services|83.0|1986.0|127|Fairlawn|OH
2722|36 lyn refuel station|11.0|Retail|8.0|2005.0|126|Minneapolis|MN
2723|Softvision|118.5|IT Services|2369.0|1994.0|126|Oakland|CA
2724|Paramount Lodging Advisors|5.6|Real Estate|21.0|2007.0|126|Chicago|IL
2725|Small Army|10.4|Advertising & Marketing|32.0|2002.0|126|Boston|MA
2726|Leading Path Consulting|5.8|IT Services|49.0|2010.0|126|McLean|VA
2727|Rentec Direct|2.1|Software|10.0|2013.0|126|Grants Pass|OR
2728|Fora Financial|41.6|Financial Services|128.0|2008.0|126|New York City|NY
2729|Chartis Federal|11.2|Government Services|62.0|2008.0|126|Falls Church|VA
2730|SuiteHop|7.3|Travel & Hospitality|18.0|2008.0|126|Denver|CO
2731|Advanced Technology Logistics|10.3|Government Services|135.0|2009.0|126|Newnan|GA
2732|Avertra|9.5|IT Services|120.0|2007.0|126|Herndon|VA
2733|Discovery Benefits|64.7|Health|695.0|1987.0|126|Fargo|ND
2734|Cornerstone Mortgage|45.3|Financial Services|205.0|1996.0|126|Chesterfield|MO
2735|Deep Blue Communications|17.3|IT Services|92.0|2004.0|125|Latham|NY
2736|NSS Labs|17.7|Security|93.0|2007.0|125|Austin|TX
2737|Natix|2.1|Business Products & Services|3.0|2012.0|125|Meadow Vista|CA
2738|BioPoint|13.9|Health|70.0|2011.0|125|Wakefield|MA
2739|Americord Registry|6.8|Health|20.0|2008.0|125|New York City|NY
2740|ProSites|17.0|Health|128.0|2003.0|125|Temecula|CA
2741|Marathon Health|57.3|Health|474.0|2005.0|125|Winooski|VT
2742|Davis Supply of Charleston|6.8|Construction|3.0|2012.0|125|North Charleston|SC
2743|First Family Insurance|12.4|Insurance|80.0|2008.0|125|Fort Myers|FL
2744|ClearEdge IT Solutions|34.9|Government Services|107.0|2002.0|125|Jessup|MD
2745|PRO-VISION|13.2|Manufacturing|71.0|2003.0|125|Byron Center|MI
2746|Pharmaceutical Strategies Group|30.5|Health|100.0|1996.0|125|Plano|TX
2747|American Financial Network|212.8|Financial Services|1390.0|2001.0|125|Brea|CA
2748|Alert Communications|11.1|Business Products & Services|222.0|1965.0|125|Camarillo|CA
2749|Maine Coast|55.1|Food & Beverage|48.0|2011.0|125|York|ME
2750|Point of Rental Software|14.4|Software|97.0|1982.0|125|Grand Prairie|TX
2751|Fuel Medical Group|13.1|Health|85.0|2010.0|125|Camas|WA
2752|Pete and Gerry's Organics|178.9|Food & Beverage|153.0|2002.0|124|Monroe|NH
2753|Kingsgate Transportation Services|42.2|Logistics & Transportation|46.0|1986.0|124|West Chester|OH
2754|Quality Innovative Solutions|11.0|Government Services|119.0|2004.0|124|Oxnard|CA
2755|Thought Ensemble|5.0|IT Services|20.0|2008.0|124|Denver|CO
2756|Brivity|3.2|Real Estate|16.0|2012.0|124|Bellingham|WA
2757|Vac2Go|3.8|Business Products & Services|10.0|2012.0|124|LaGrange|KY
2758|Blackford Capital|6.1|Financial Services|28.0|2000.0|124|Grand Rapids|MI
2759|PeriShip|39.8|Logistics & Transportation|29.0|2001.0|124|Branford|CT
2760|Patina Solutions Group|32.4|Human Resources|551.0|2009.0|124|Brookfield|WI
2761|Ob Hospitalist Group|167.0|Health|727.0|2006.0|124|Mauldin|SC
2762|Wet Sounds|22.7|Consumer Products & Services|36.0|2005.0|124|Houston|TX
2763|Exscape Designs|4.6|Construction|31.0|2004.0|124|Novelty|OH
2764|OpTech|51.4|IT Services|349.0|1999.0|124|Troy|MI
2765|LeafFilter North|112.8|Construction|316.0|2005.0|124|Hudson|OH
2766|Stomping Ground Photography|2.0|Consumer Products & Services|35.0|2009.0|124|Brooklyn|NY
2767|Window Nation|69.7|Construction|175.0|2006.0|124|Fulton|MD
2768|Vectornate USA|7.2|Business Products & Services|20.0|2009.0|124|Chino Hills|CA
2769|SWG|5.7|Computer Hardware|14.0|2012.0|123|Olyphant|PA
2770|Candid Partners|13.8|IT Services|70.0|2013.0|123|Atlanta|GA
2771|Guardian Services|2.2|Business Products & Services|39.0|1945.0|123|Dallas|TX
2772|Hairroin Salon|2.9|Retail|45.0|2005.0|123|Los Angeles|CA
2773|Assisting Hands Home Care|41.5|Health|10.0|2006.0|123|Nampa|ID
2774|Magnolia Physical therapy|3.2|Health|35.0|2005.0|123|Harahan|LA
2775|Dirty Robber|7.2|Media|1000.0|2009.0|123|Los Angeles|CA
2776|Powertrain Products|13.4|Manufacturing|23.0|2007.0|123|Stevensville|MD
2777|Fors Marsh Group|32.0|Business Products & Services|136.0|2002.0|123|Arlington|VA
2778|ClassicCars.com|3.5|Advertising & Marketing|21.0|2007.0|123|Phoenix|AZ
2779|AB Staffing Solutions|68.4|Government Services|820.0|2002.0|123|Gilbert|AZ
2780|One Stop Systems|18.9|Computer Hardware|65.0|1998.0|123|Escondido|CA
2781|Sizemore & Company|4.1|Construction|41.0|1996.0|123|Cincinnati|OH
2782|Benefit Commerce Group|5.5|Insurance|40.0|2009.0|123|Scottsdale|AZ
2783|Saturn Tech|6.0|IT Services|100.0|2006.0|123|Farmington Hills|MI
2784|MRL Promotions|3.8|Advertising & Marketing|14.0|2003.0|123|Fort Lauderdale|FL
2785|Transportation One|15.8|Logistics & Transportation|42.0|2010.0|123|Chicago|IL
2786|Dom & Tom|9.2|IT Services||2009.0|123|New York City|NY
2787|Nanoracks|10.0|Logistics & Transportation|42.0|2009.0|123|Webster|TX
2788|CH Reynolds|133.2|Construction|480.0|1983.0|122|San Jose|CA
2789|Computers, Electronics, Office Etc.|3.4|IT Services|36.0|2009.0|122|College Station|TX
2790|AtWork Group|294.3|Human Resources|53557.0|1992.0|122|Knoxville|TN
2791|CRS - Corporate Relocation Systems|3.6|Logistics & Transportation|49.0|2002.0|122|Maspeth|NY
2792|Spectraforce|94.5|IT Services|2688.0|2004.0|122|Raleigh|NC
2793|Xivic|4.7|Business Products & Services|140.0|1995.0|122|Los Angeles|CA
2794|Element Three|7.8|Advertising & Marketing|53.0|2006.0|122|Indianapolis|IN
2795|Invoca|20.7|Software|118.0|2008.0|122|Santa Barbara|CA
2796|M9 Solutions|16.4|IT Services|46.0|2007.0|122|Atlanta|GA
2797|Shore Solutions|8.7|Government Services|14.0|2011.0|122|Chula Vista|CA
2798|Business Talent Group|41.0|Business Products & Services|115.0|2007.0|122|Pacific Palisades|CA
2799|V2 Strategic Advisors|4.3|Business Products & Services|16.0|2005.0|122|New York City|NY
2800|Opus Agency|58.9|Business Products & Services|157.0|1994.0|122|Beaverton|OR
2801|Bixby Zane|8.5|Human Resources|6.0|2007.0|122|Austin|TX
2802|Human Element|2.8|IT Services|30.0|2005.0|122|Ann Arbor|MI
2803|Stone Temple Consulting|9.2|Advertising & Marketing|64.0|1997.0|122|Framingham|MA
2804|Medicus Healthcare Solutions|165.2|Health|269.0|2004.0|122|Windham|NH
2805|Laser Products Industries|9.5|Manufacturing|25.0|1994.0|122|Romeoville|IL
2806|Portables|54.5|Retail|230.0|1991.0|122|Lorton|VA
2807|Sustainable Supply|13.0|Retail|19.0|2009.0|122|Broomfield|CO
2808|Curiosity Advertising|23.0|Advertising & Marketing|70.0|2010.0|122|Cincinnati|OH
2809|Reliant Funding|51.9|Financial Services|143.0|2009.0|122|San Diego|CA
2810|Summerset Professional Grills|17.7|Consumer Products & Services|36.0|2009.0|122|Huntington Beach|CA
2811|Wistex II|2.7|Business Products & Services|8.0|1974.0|122|Warminster|PA
2812|UR Holdings|152.3|Construction|212.0|2001.0|121|Carrollton|TX
2813|SnapShot Interactive|3.6|Advertising & Marketing|40.0|2010.0|121|Nashville|TN
2814|Brewer & Stratton Property Management|3.1|Real Estate|15.0|2012.0|121|Mesa|AZ
2815|The Wire Guys|2.0|Security|15.0|2007.0|121|Emmaus|PA
2816|Federal Resources|325.3|Government Services|181.0|1986.0|121|Stevensville|MD
2817|Acquia|153.2|Software|730.0|2007.0|121|Boston|MA
2818|Mobovida|26.0|Telecommunications|120.0|2002.0|121|Fullerton|CA
2819|University Tees|18.0|Consumer Products & Services|69.0|2003.0|121|Lakewood|OH
2820|Colorado Computer Support|4.3|IT Services|35.0|2001.0|121|Colorado Springs|CO
2821|Yogibo|17.7|Retail|255.0|2009.0|121|Nashua|NH
2822|Rook Security|8.8|Security|41.0|2008.0|121|Carmel|IN
2823|Metal Building Industries|4.1|Construction|16.0|2002.0|121|Tulsa|OK
2824|Legacy Building Solutions|28.1|Construction|78.0|2010.0|121|South Haven|MN
2825|MKind|3.8|Manufacturing|11.0|2008.0|121|Manchester|NH
2826|Pacific Western Painting|6.0|Construction|80.0|2005.0|121|Oceanside|CA
2827|Intellinet|26.8|IT Services|112.0|1993.0|121|Atlanta|GA
2828|Yandy.com|43.6|Retail|101.0|2005.0|121|Phoenix|AZ
2829|Citywide Home Loans|131.4|Real Estate|780.0|1998.0|121|Sandy|UT
2830|Inspired eLearning|10.8|Business Products & Services|68.0|2003.0|121|San Antonio|TX
2831|Unishippers - Phoenix|6.0|Logistics & Transportation|7.0|2012.0|120|Phoenix|AZ
2832|Hire Priority Staffing|5.1|Human Resources|1125.0|1990.0|120|Austin|TX
2833|Accolade|98.8|Health|900.0|2007.0|120|Plymouth Meeting|PA
2834|RPI Group|5.6|Security||2001.0|120|Fredericksburg|VA
2835|Nordic|179.3|Health||2010.0|120|Madison|WI
2836|CalChoice Investments|5.8|Real Estate|12.0|2008.0|120|Chino Hills|CA
2837|Balsam Hill|113.9|Retail|125.0|1996.0|120|Redwood City|CA
2838|Happy Medium|6.4|Advertising & Marketing||2011.0|120|Des Moines|IA
2839|One Federal Solution|11.8|Government Services|156.0|2007.0|120|Alexandria|VA
2840|HHA Exchange|14.5|Health|83.0|2008.0|120|Long Island City|NY
2841|Net2Source|29.5|IT Services|550.0|2007.0|120|Jersey City|NJ
2842|idfive|6.6|Advertising & Marketing|32.0|2005.0|120|Baltimore|MD
2843|SUNation Solar Systems|22.8|Energy|85.0|2003.0|120|Ronkonkoma|NY
2844|Medication Management Partners|15.2|Health|60.0|2010.0|120|Crestwood|IL
2845|SummitCPA Group|3.1|Financial Services|32.0|2002.0|120|Fort Wayne|IN
2846|Metis Solutions|19.1|Government Services|250.0|2010.0|120|Arlington|VA
2847|DeVero|14.8|Health|79.0|2007.0|120|San Jose|CA
2848|Kohana Coffee|12.3|Food & Beverage|31.0|2006.0|120|Austin|TX
2849|BrainSell|6.7|Software|50.0|1994.0|120|Topsfield|MA
2850|Levitate Media|4.6|Advertising & Marketing|22.0|2010.0|120|San Francisco|CA
2851|heartsmart.com|16.5|Health|12.0|2010.0|119|New Milford|CT
2852|Design To Delivery|10.6|Government Services|86.0|2001.0|119|Bethesda|MD
2853|Broad Sky Networks|3.2|Telecommunications|13.0|2004.0|119|Bend|OR
2854|Surefire Local|6.4|Advertising & Marketing|131.0|2009.0|119|McLean|VA
2855|trustaff|243.2|Human Resources|344.0|2002.0|119|Cincinnati|OH
2856|ARCA|132.1|Financial Services|597.0|1998.0|119|Mebane|NC
2857|TEVET|179.9|Government Services||2004.0|119|Greeneville|TN
2858|StartFinder|7.1|Human Resources|55.0|2009.0|119|Rockville|MD
2859|Serendipit Consulting|3.1|Advertising & Marketing|27.0|2008.0|119|Phoenix|AZ
2860|OSM Worldwide|91.5|Logistics & Transportation|49.0|2003.0|119|Glendale Heights|IL
2861|B2B Industrial Packaging|45.3|Business Products & Services|88.0|2004.0|119|Addison|IL
2862|Auditmacs|6.2|Telecommunications|68.0|2003.0|119|Jacksonville|FL
2863|Alliance Recruiting Resources|40.8|Health|75.0|2001.0|119|Kingwood|TX
2864|Car Keys Express|38.2|Business Products & Services|263.0|2002.0|119|Louisville|KY
2865|Dorner Plastic Surgery|2.8|Health|9.0|2004.0|118|Dublin|OH
2866|All Filters|4.5|Retail|10.0|2009.0|118|Salt Lake City|UT
2867|Phunware|47.3|Software|211.0|2009.0|118|Austin|TX
2868|Pinnacle Transplant Technologies|16.2|Health|90.0|2010.0|118|Phoenix|AZ
2869|Motivity Labs|7.0|IT Services|165.0|2010.0|118|Irving|TX
2870|Avionte|17.4|Human Resources|145.0|2005.0|118|Eagan|MN
2871|Centric Digital|41.8|Business Products & Services|386.0|2009.0|118|New York City|NY
2872|Convene (New York, NY)|40.5|Business Products & Services|240.0|2009.0|118|New York City|NY
2873|Spectra Benefits|4.8|Insurance|35.0|1986.0|118|Sandy|UT
2874|Credible Behavioral Health|22.1|Software|145.0|2000.0|118|Rockville|MD
2875|A3 Communications|38.2|IT Services|108.0|1990.0|118|Irmo|SC
2876|Bold Construction|7.0|Construction|13.0|1999.0|118|Chapel Hill|NC
2877|Component Surfaces|2.7|Manufacturing|38.0|2004.0|118|Poway|CA
2878|Blue Coast Savings Consultants|3.9|Business Products & Services|600.0|2006.0|118|Key West|FL
2879|Toro Taxes|6.7|Financial Services|178.0|2009.0|118|Las Vegas|NV
2880|DeAngelis Diamond|268.4|Construction|173.0|1996.0|118|Naples|FL
2881|ANOVA Marine Insurance|5.2|Logistics & Transportation|26.0|2011.0|118|Doral|FL
2882|Crowne kitchen and bath|2.4|Construction|21.0|2011.0|118|Moore|OK
2883|Pillar Technology|40.4|IT Services|221.0|1996.0|118|Columbus|OH
2884|Healthcare IT Leaders|54.6|Health|200.0|2011.0|118|Alpharetta|GA
2885|Amrita Aromatherapy|3.0|Consumer Products & Services|18.0|1989.0|118|Fairfield|IA
2886|Marketing Maven|2.1|Advertising & Marketing|20.0|2009.0|118|Camarillo|CA
2887|Composable Systems|3.0|Software|28.0|2007.0|117|Louisville|KY
2888|DecisionWise|5.1|Human Resources|32.0|1996.0|117|Springville|UT
2889|Impact Makers|22.4|IT Services|122.0|2006.0|117|Richmond|VA
2890|North Shore Pediatric Therapy|13.2|Health|220.0|1999.0|117|Des Plaines|IL
2891|ASP-America's Swimming Pool Company|36.3|Business Products & Services|375.0|2002.0|117|Macon|GA
2892|PC Laptops|22.2|Consumer Products & Services|110.0|1990.0|117|South Jordan|UT
2893|Balani Custom Clothiers|7.3|Retail|35.0|1961.0|117|Chicago|IL
2894|Avalaunch Media|4.7|Advertising & Marketing|31.0|2012.0|117|Lehi|UT
2895|First Flight Solutions|9.3|Logistics & Transportation|1.0|2008.0|117|Emerald Isle|NC
2896|INK Communications|3.5|Advertising & Marketing|27.0|2004.0|117|Austin|TX
2897|Aladtec|4.4|Software|33.0|2005.0|117|River Falls|WI
2898|Trabus Technologies|3.8|Government Services|30.0|2010.0|117|San Diego|CA
2899|True Media|97.1|Advertising & Marketing|113.0|2005.0|117|Columbia|MO
2900|Snap36|3.5|Business Products & Services|21.0|2008.0|117|Chicago|IL
2901|Faye Business Systems Group|5.8|Software|27.0|2009.0|117|Woodland Hills|CA
2902|Lifescript|85.6|Advertising & Marketing|103.0|1999.0|117|Newport Beach|CA
2903|Prestman Auto|44.3|Consumer Products & Services|60.0|1992.0|117|Salt Lake City|UT
2904|Nuun & Company|19.7|Food & Beverage|54.0|2004.0|116|Seattle|WA
2905|The MASY Group|12.2|Government Services|73.0|2006.0|116|Alexandria|VA
2906|Konnect Agency|5.1|Advertising & Marketing||2009.0|116|Los Angeles|CA
2907|Wine & Design|5.1|Consumer Products & Services|5.0|2010.0|116|Raleigh|NC
2908|PowerDMS|10.6|Software|81.0|2001.0|116|Orlando|FL
2909|CE Group|7.6|Advertising & Marketing|45.0|1990.0|116|San Antonio|TX
2910|The Center for Generational Kinetics|4.7|Business Products & Services|18.0|2011.0|116|Austin|TX
2911|Thought Leader Select|2.6|Health|14.0|2006.0|116|Chapel Hill|NC
2912|RSR International|14.5|Government Services|49.0|2009.0|116|Herndon|VA
2913|DriveTime|3034.7|Consumer Products & Services|4374.0|2002.0|116|Tempe|AZ
2914|Banks Industrial Group|6.4|Construction|22.0|2003.0|116|Berlin|NJ
2915|Business IT Source|70.4|IT Services|43.0|2008.0|116|Vernon Hills|IL
2916|pMD|8.1|Health||1998.0|116|San Francisco|CA
2917|Progrexion|372.6|Financial Services|2181.0|2000.0|116|Salt Lake City|UT
2918|Workhorse Marketing|2.3|Advertising & Marketing|17.0|2003.0|116|Austin|TX
2919|Indigo Slate|21.9|IT Services|140.0|2006.0|116|Bellevue|WA
2920|LabConnect|28.4|Health|140.0|2002.0|116|Seattle|WA
2921|Nomadic Real Estate|3.4|Real Estate|21.0|2007.0|116|Washington|DC
2922|Twin Termite|5.3|Business Products & Services|48.0|2007.0|116|North Highlands|CA
2923|Higher Logic|16.8|Software|102.0|2007.0|115|Arlington|VA
2924|Pax Financial Group|2.2|Financial Services|17.0|2007.0|115|San Antonio|TX
2925|Lee Industrial Contracting|126.4|Manufacturing|335.0|1989.0|115|Pontiac|MI
2926|Blink Marketing|4.9|Advertising & Marketing|8.0|2002.0|115|Franklin|TN
2927|Remote Tiger|10.2|IT Services|108.0|2007.0|115|Greenbelt|MD
2928|V-Soft Consulting Group|92.2|IT Services|621.0|1997.0|115|Louisville|KY
2929|Content Bloom|4.0|Media|35.0|2011.0|115|New Orleans|LA
2930|Xima Software|6.8|Telecommunications||2007.0|115|South Jordan|UT
2931|CivicSolar|60.0|Energy|76.0|2009.0|115|Oakland|CA
2932|Power Design|397.3|Construction||1989.0|115|St. Petersburg|FL
2933|nLogic|31.2|Government Services||2005.0|115|Huntsville|AL
2934|Flexton|10.8|IT Services|58.0|2007.0|115|San Jose|CA
